sample_index,pad_x_m,pad_y_m,pad_z_m,tibia_x_m,tibia_y_m,tibia_z_m,distance_to_silicone_surface_m,silicone_winding,classification,occupied_visual_indices,uncertain_visual_indices,aabb_hits,distance_lower_bound_to_other_cad_solids_m
1100,0.20690659061074257,-0.012749999761581421,0.007913080044090748,-0.10986507537811752,0.17549621788308525,-0.005511029396368328,0.00023224734861504087,-8.834874115176436e-17,empty,[],[],1,0.0
1107,0.20711315982043743,-0.012749999761581421,0.00794201297685504,-0.10999300959891013,0.17566096249754726,-0.0055110415722232145,0.00011765328162050019,-1.766974823035287e-17,empty,[],[],1,0.0
1118,0.2074666991829872,0.014750000089406967,0.01059963321313262,-0.11247248200504484,0.17464350214793872,-0.03301113099443595,0.0007556705313333857,0.0,empty,[],[],1,0.0
1120,0.20755788497626781,0.014750000089406967,0.010665475972928107,-0.11257498220948838,0.1746898036161318,-0.03301113776887025,0.0006566693439649923,-7.067899292141149e-17,empty,[],[],1,0.0
1122,0.20761790126562119,0.014750000089406967,0.010345186339691281,-0.11232708755693277,0.17490131164282283,-0.03301113263766303,0.0006273459143538295,-7.067899292141149e-17,empty,[],[],1,0.0
1123,0.20764907076954842,0.014750000089406967,0.010731318732723594,-0.11267748241393193,0.1747361050843249,-0.03301114454330455,0.0005564470768815446,7.067899292141149e-17,empty,[],[],1,0.0
1126,0.20774025656282902,0.014750000089406967,0.01079716149251908,-0.11277998261837546,0.174782406552518,-0.03301115131773885,0.00045317225842104775,7.067899292141149e-17,empty,[],[],1,0.0
1127,0.20776910334825516,0.014750000089406967,0.010090739466249943,-0.1121816931088207,0.17515912113770696,-0.03301113428089011,0.0004734926926712439,0.0,empty,[],[],1,0.0
1130,0.20783144235610962,0.014750000089406967,0.010863004252314568,-0.11288248282281901,0.17482870802071113,-0.03301115809217316,0.00034989743996053973,0.0,empty,[],[],1,0.0
1131,0.20792030543088913,0.014750000089406967,0.009836292592808604,-0.11203629866070863,0.1754169306325911,-0.03301113592411718,0.00029758148173908525,1.4135798584282297e-16,empty,[],[],1,0.0
1132,0.20792262814939022,0.014750000089406967,0.010928847012110054,-0.11298498302726256,0.17487500948890425,-0.033011164866607455,0.00024662262150004717,0.0,empty,[],[],1,0.0
1133,0.20801381394267082,0.014750000089406967,0.010994689771905541,-0.1130874832317061,0.17492131095709734,-0.03301117164104176,0.00014334780303955496,1.4135798584282297e-16,empty,[],[],1,0.0
1134,0.2080715075135231,0.014750000089406967,0.009581845719367266,-0.11189090421259655,0.17567474012747522,-0.033011137567344265,0.0001035862341888212,0.0,empty,[],[],1,0.0
1161,0.21015744656324387,-0.002187499776482582,-0.005076450412161648,-0.10021771253330256,0.18478211036204434,-0.016073366393582953,0.0025625000707805157,-3.4456009049188096e-16,occupied,[2],[],1,0.0
1165,0.21023407764732838,0.0010000001639127731,-0.005137494998052716,-0.10020276176518056,0.1848788499606744,-0.019260868951875953,0.005750000011175871,6.184411880623505e-17,occupied,[2],[],1,0.0
1166,0.21023717895150185,0.004187500104308128,0.016212782822549343,-0.11872037227739385,0.17425204975662517,-0.022448932132897767,0.0025625000707805157,8.834874115176436e-18,occupied,[2],[],1,0.0
1168,0.2103107087314129,0.004187500104308128,-0.005198539583943784,-0.10018781099705855,0.1849755895593045,-0.022448371510168954,0.0025625000707805157,-1.236882376124701e-16,occupied,[2],[],1,0.0
1170,0.21034106612205505,0.0010000001639127731,0.016213850118219852,-0.11877317940558732,0.17434172638993686,-0.019261437966315527,0.005750000011175871,1.766974823035287e-17,occupied,[2],[],1,0.0
1173,0.2103624977171421,-0.002187499776482582,0.016208337852731347,-0.11877922928721295,0.17436316833689675,-0.016073939070597745,0.0025625000707805157,-7.951386703658792e-17,occupied,[2],[],1,0.0
1199,0.2114870585501194,0.014750000089406967,0.0004794754786416888,-0.10569724390781296,0.1831685845953803,-0.0330110862154131,0.0006185711665578199,7.067899292141149e-17,empty,[],[],1,0.0
1203,0.21191647462546825,-0.012749999761581421,0.003607771825045347,-0.10862546110464193,0.18198451296949503,-0.005511192644091407,0.00010096967683118316,5.300924469105861e-17,empty,[],[],1,0.0
1206,0.2120676301419735,-0.012749999761581421,0.0033535599941387773,-0.10848024731609572,0.18224216506196894,-0.005511194290944566,0.00039051293024608294,1.0601848938211722e-16,empty,[],[],1,0.0
1208,0.21221878565847874,-0.012749999761581421,0.0030993481632322073,-0.10833503352754953,0.18249981715444286,-0.005511195937797723,0.0006800561836609828,0.0,empty,[],[],1,0.0
1211,0.21236994117498398,-0.012749999761581421,0.0028451363323256373,-0.10818981973900332,0.18275746924691674,-0.005511197584650882,0.0009674438062871409,7.067899292141149e-17,empty,[],[],1,0.0
1213,0.21252109669148922,-0.012749999761581421,0.0025909245014190674,-0.10804460595045713,0.18301512133939066,-0.005511199231504041,0.0012506285910608174,-3.533949646070574e-17,empty,[],[],1,0.0
1219,0.21321363002061844,-0.012749999761581421,-0.0009770570322871208,-0.10529502312769104,0.18539207084126383,-0.005511143394365271,0.0008864591589238359,3.533949646070574e-17,empty,[],[],1,0.0
1234,0.21360635198652744,-0.002187499776482582,-0.00856397661846131,-0.09891018366447862,0.18950949398365335,-0.016073464965890835,0.0025625000707805157,-2.252892899369991e-16,occupied,[2],[],1,0.0
1237,0.21368298307061195,0.0010000001639127731,-0.008625021204352379,-0.09889523289635663,0.18960623358228343,-0.019260967524183836,0.005750000011175871,-1.766974823035287e-17,occupied,[2],[],1,0.0
1241,0.21375961415469646,0.004187500104308128,-0.008686065790243447,-0.0988802821282346,0.1897029731809135,-0.022448470082476836,0.0025625000707805157,-3.1805546814635167e-16,occupied,[2],[],1,0.0
1245,0.21385329961776733,0.004187500104308128,0.016204812796786427,-0.12051377011047049,0.17739213197955944,-0.022449131710776594,0.0025625000707805157,8.834874115176436e-18,empty,[],[],1,0.0
1247,0.21387473121285439,0.0010000001639127731,0.016199300531297922,-0.12051981999209613,0.1774135739265193,-0.019261632815058816,0.005750000011175871,4.417437057588218e-17,occupied,[2],[],1,0.0
1249,0.21389616280794144,-0.002187499776482582,0.016193788265809417,-0.12052586987372176,0.17743501587347918,-0.016074133919341035,0.0025625000707805157,4.8591807633470396e-17,occupied,[2],[],1,0.0
1283,0.21514493972063065,0.014750000089406967,0.002218877198174596,-0.1090268568919998,0.18547494326513234,-0.0330113341843232,0.0015033147488744878,-7.067899292141149e-17,empty,[],[],1,0.0
1290,0.21590642631053925,-0.012749999761581421,-0.0008360235951840878,-0.10675796237062579,0.18765720903519797,-0.0055112958889332354,0.0004209662764963592,7.067899292141149e-17,empty,[],[],1,0.0
1304,0.21705525740981102,-0.002187499776482582,-0.012051502824760973,-0.09760265479565466,0.19423687760526237,-0.016073563538198717,0.0025625000707805157,3.092205940311753e-17,occupied,[2],[],1,0.0
1310,0.21713188849389553,0.0010000001639127731,-0.012112547410652041,-0.09758770402753268,0.19433361720389247,-0.01926106609649172,0.005750000011175871,4.417437057588218e-17,occupied,[2],[],1,0.0
1314,0.21720851957798004,0.004187500104308128,-0.01217359199654311,-0.09757275325941067,0.19443035680252252,-0.02244856865478472,0.0025625000707805157,0.0,occupied,[2],[],1,0.0
1324,0.21738696470856667,0.004187500104308128,0.016190263209864497,-0.12226041069697927,0.18046397951614188,-0.022449326559519887,0.0025625000707805157,2.6504622345529306e-17,empty,[],[],1,0.0
1326,0.21740839630365372,0.0010000001639127731,0.016184750944375992,-0.12226646057860491,0.18048542146310176,-0.019261827663802106,0.005750000011175871,-3.975693351829396e-17,empty,[],[],1,0.0
1328,0.21742982789874077,-0.002187499776482582,0.016179238678887486,-0.12227251046023054,0.18050686341006164,-0.016074328768084324,0.0025625000707805157,1.3031439319885243e-16,empty,[],[],1,0.0
1379,0.2205041628330946,-0.002187499776482582,-0.015539029031060636,-0.09629512592683073,0.19896426122687141,-0.016073662110506603,0.0025625000707805157,9.276617820935258e-17,empty,[],[],0,0.0005041640251874646
1384,0.2205807939171791,0.0010000001639127731,-0.015600073616951704,-0.09628017515870874,0.1990610008255015,-0.019261164668799603,0.0039192065596580505,-2.4295903816735198e-17,empty,[],[],0,0.0005807951092720032
1386,0.22061794064939022,-0.002187499776482582,-0.01561935618519783,-0.09628210650349865,0.19910292750889955,-0.016073666278164863,0.0025625000707805157,2.8713340874323413e-17,empty,[],[],0,0.0006179418414830606
1392,0.22065742500126362,0.004187500104308128,-0.015661118202842772,-0.09626522439058671,0.19915774042413156,-0.022448667227092607,0.0025625000707805157,4.417437057588218e-18,empty,[],[],0,0.0006574261933564862
1399,0.22069457173347473,0.0010000001639127731,-0.015680400771088898,-0.09626715573537664,0.19919966710752968,-0.019261168836457863,0.0038054287433624268,2.208718528794109e-17,empty,[],[],0,0.0006945729255676547
1402,0.22073171846568584,-0.002187499776482582,-0.015699683339335024,-0.09626908708016656,0.1992415937909277,-0.016073670445823123,0.0025625000707805157,-4.417437057588218e-17,empty,[],[],0,0.0007317196577786844
1409,0.22077120281755924,0.004187500104308128,-0.015741445356979966,-0.09625220496725463,0.19929640670615972,-0.022448671394750867,0.0025625000707805157,-1.987846675914698e-17,empty,[],[],0,0.00077120400965211
1414,0.22080834954977036,0.0010000001639127731,-0.015760727925226092,-0.09625413631204456,0.1993383333895578,-0.019261173004116124,0.003691650927066803,-2.208718528794109e-17,empty,[],[],0,0.0008083507418632507
1419,0.22084549628198147,-0.002187499776482582,-0.01578001049347222,-0.09625606765683446,0.19938026007295587,-0.016073674613481383,0.0025625000707805157,-2.8713340874323413e-17,empty,[],[],0,0.0008454974740743082
1425,0.22088498063385487,0.004187500104308128,-0.01582177251111716,-0.09623918554392255,0.19943507298818786,-0.022448675562409127,0.0025625000707805157,5.742668174864683e-17,empty,[],[],0,0.0008849818259477338
1432,0.220920629799366,0.004187500104308128,0.016175713622942567,-0.12400705128348807,0.1835358270527243,-0.022449521408263177,0.0026440208886320932,3.533949646070574e-17,empty,[],[],0,0.0009206309914588928
1434,0.22092212736606598,0.0010000001639127731,-0.015841055079363286,-0.09624111688871248,0.19947699967158597,-0.019261177171774384,0.003577873110771179,0.0,empty,[],[],0,0.0009221285581588745
1437,0.22094206139445305,0.0010000001639127731,0.01617020135745406,-0.12401310116511371,0.1835572689996842,-0.019262022512545395,0.004727507837424839,-5.300924469105861e-17,empty,[],[],0,0.0009420625865459165
1442,0.2209592740982771,-0.002187499776482582,-0.015860337647609413,-0.09624304823350238,0.19951892635498406,-0.016073678781139644,0.0025625000707805157,-6.626155586382327e-17,empty,[],[],0,0.0009592752903699597
1444,0.2209634929895401,-0.002187499776482582,0.016164689091965556,-0.12401915104673934,0.18357871094664407,-0.016074523616827617,0.0026456788867949125,2.6504622345529306e-17,empty,[],[],0,0.0009634941816329678
1449,0.2209987584501505,0.004187500104308128,-0.015902099665254354,-0.09622616612059047,0.19957373927021602,-0.022448679730067388,0.0025625000707805157,-3.975693351829396e-17,empty,[],[],0,0.0009987596422433576
1457,0.2210359051823616,0.0010000001639127731,-0.01592138223350048,-0.09622809746538039,0.19961566595361413,-0.019261181339432644,0.0034640952944755554,8.834874115176436e-18,empty,[],[],0,0.0010359063744544983
1463,0.22107305191457272,-0.002187499776482582,-0.015940664801746607,-0.0962300288101703,0.1996575926370122,-0.016073682948797904,0.0025625000707805157,-4.8591807633470396e-17,empty,[],[],0,0.0010730531066655835
1475,0.22116457484662533,0.004187500104308128,-0.015952409710735083,-0.09626508706997838,0.1997425922762702,-0.022448687564467253,0.0025625000707805157,2.6504622345529306e-17,empty,[],[],0,0.001164576038718168
1480,0.22120172157883644,0.0010000001639127731,-0.01597169227898121,-0.09626701841476831,0.1997845189596683,-0.01926118917383251,0.003298278898000717,-1.1043592643970545e-17,empty,[],[],0,0.0012017227709293365
1487,0.22123886831104755,-0.002187499776482582,-0.015990974847227335,-0.09626894975955821,0.19982644564306637,-0.01607369078319777,0.0025625000707805157,-1.766974823035287e-17,empty,[],[],0,0.001238869503140394
1501,0.22133039124310017,0.004187500104308128,-0.01600271975621581,-0.09630400801936631,0.1999114452823244,-0.022448695398867114,0.0025625000707805157,-4.417437057588218e-18,empty,[],[],0,0.001330392435193034
1507,0.22136753797531128,0.0010000001639127731,-0.016022002324461937,-0.09630593936415623,0.19995337196572252,-0.019261197008232374,0.003132462501525879,-3.754821498949985e-17,empty,[],[],0,0.001367539167404147
1514,0.2214046847075224,-0.002187499776482582,-0.016041284892708063,-0.09630787070894614,0.19999529864912058,-0.016073698617597634,0.0025625000707805157,1.987846675914698e-17,empty,[],[],0,0.00140468589961526
1532,0.221496207639575,0.004187500104308128,-0.01605302980169654,-0.09634292896875422,0.20008029828837862,-0.02244870323326698,0.0025624856586059478,5.742668174864683e-17,empty,[],[],0,0.0014962088316678723
1536,0.22153335437178612,0.0010000001639127731,-0.016072312369942665,-0.09634486031354414,0.2001222249717767,-0.01926120484263224,0.0029666461050510406,2.208718528794109e-17,empty,[],[],0,0.0015333555638789853
1541,0.22157050110399723,-0.002187499776482582,-0.01609159493818879,-0.09634679165833406,0.2001641516551748,-0.0160737064519975,0.0025618977747915075,2.208718528794109e-18,empty,[],[],0,0.0015705022960900983
1560,0.22166202403604984,0.004187500104308128,-0.016103339847177267,-0.09638184991814214,0.20024915129443283,-0.022448711067666844,0.0025601500999502982,1.766974823035287e-17,empty,[],[],0,0.0016620252281427383
1565,0.22169917076826096,0.0010000001639127731,-0.016122622415423393,-0.09638378126293207,0.20029107797783088,-0.019261212677032104,0.0028008297085762024,1.3252311172764653e-17,empty,[],[],0,0.0016991719603538236
1571,0.22172380238771439,-0.002187499776482582,-0.016123030800372362,-0.09639585068602372,0.20031275417454883,-0.01607371409271906,0.002557961973210961,2.208718528794109e-18,empty,[],[],0,0.0017238035798072537
1590,0.22182784043252468,0.004187500104308128,-0.016153649892657995,-0.09642077086753006,0.200418004300487,-0.022448718902066706,0.002552259205379223,-2.208718528794109e-17,empty,[],[],0,0.0018278416246175766
1595,0.2218524720519781,0.0010000001639127731,-0.016154058277606964,-0.09643284029062173,0.20043968049720495,-0.019261220317753666,0.002647528424859047,-7.730514850779381e-17,empty,[],[],0,0.0018524732440710068
1597,0.22187710367143154,-0.002187499776482582,-0.016154466662555933,-0.09644490971371338,0.2004613566939229,-0.016073721733440627,0.002546974786943802,-5.963540027744093e-17,empty,[],[],0,0.0018771048635244092
1621,0.22198114171624184,0.004187500104308128,-0.016185085754841566,-0.09646982989521972,0.20056660681986108,-0.02244872654278827,0.002492689101488202,-4.638308910467629e-17,empty,[],[],0,0.001981142908334732
1624,0.22200577333569527,0.0010000001639127731,-0.016185494139790535,-0.09648189931831139,0.20058828301657902,-0.019261227958475232,0.0024942271411418915,-4.417437057588218e-18,empty,[],[],0,0.0020057745277881622
1629,0.2220304049551487,-0.002187499776482582,-0.016185902524739504,-0.09649396874140304,0.20060995921329697,-0.01607372937416219,0.0024448840602471376,-1.3252311172764653e-17,empty,[],[],0,0.0020304061472415924
1652,0.222134442999959,0.004187500104308128,-0.016216521617025137,-0.09651888892290938,0.20071520933923512,-0.022448734183509837,0.00234268598310589,-1.3252311172764653e-17,empty,[],[],0,0.0021344441920518875
1656,0.22215907461941242,0.0010000001639127731,-0.016216930001974106,-0.09653095834600103,0.20073688553595306,-0.019261235599196794,0.002340925857424736,6.184411880623505e-17,empty,[],[],0,0.00215907581150529
1661,0.22218370623886585,-0.002187499776482582,-0.016217338386923075,-0.09654302776909268,0.200758561732671,-0.016073737014883755,0.002293811024480804,-8.834874115176436e-18,empty,[],[],0,0.00218370743095872
1683,0.22228774428367615,0.004187500104308128,-0.016247957479208708,-0.09656794795059903,0.2008638118586092,-0.0224487418242314,0.002191242320126214,-2.6504622345529306e-17,empty,[],[],0,0.002287745475769043
1688,0.22231237590312958,0.0010000001639127731,-0.016248365864157677,-0.0965800173736907,0.20088548805532713,-0.01926124323991836,0.0021876245737075806,-5.521796321985272e-17,empty,[],[],0,0.002312377095222473
1691,0.222337007522583,-0.002187499776482582,-0.016248774249106646,-0.09659208679678236,0.20090716425204508,-0.01607374465560532,0.0021427379887144697,1.1043592643970545e-17,empty,[],[],0,0.0023370087146758756
1739,0.22443286329507828,0.007375000044703484,0.016166676301509142,-0.12574764198837124,0.18658623264234686,-0.025637215152724248,0.0003980833581833642,0.0,empty,[],[],0,0.004432864487171173
1743,0.22445429489016533,0.004187500104308128,0.016161164036020637,-0.12575369186999688,0.18660767458930677,-0.022449716257006466,0.0021209687004735177,0.0,empty,[],[],0,0.0044542960822582245
1747,0.22447572648525238,0.0010000001639127731,0.01615565177053213,-0.12575974175162252,0.18662911653626663,-0.019262217361288685,0.002118018224373197,-3.533949646070574e-17,empty,[],[],0,0.004475727677345248
1755,0.22449715808033943,-0.002187499776482582,0.016150139505043626,-0.12576579163324814,0.1866505584832265,-0.016074718465570906,0.002088991603922571,3.533949646070574e-17,empty,[],[],0,0.004497159272432272
1759,0.22451858967542648,-0.005374999716877937,0.01614462723955512,-0.12577184151487378,0.18667200043018642,-0.012887219569853125,0.0004014221773230884,3.533949646070574e-17,empty,[],[],0,0.004518590867519351
1863,0.22872734628617764,-0.012749999761581421,-0.0029448370914906263,-0.11131205519173615,0.19982615810792329,-0.005511948619398159,0.0007273461669683456,0.0,empty,[],[],0,0.008727347478270503
1892,0.2289593629539013,0.014750000089406967,-0.006322833243757486,-0.10849658223962773,0.20170817815671774,-0.03301187214902046,0.0009593628346920013,3.975693351829396e-17,empty,[],[],0,0.008959364145994186
1895,0.22905049100518227,0.014750000089406967,0.004773385589942336,-0.11816524997671025,0.1962628828636806,-0.033012169826634644,0.00030229934323015194,2.6504622345529306e-17,empty,[],[],0,0.009050492197275134
1896,0.22914167679846287,0.014750000089406967,0.004839228349737823,-0.1182677501811538,0.19630918433187372,-0.03301217660106894,0.00035619165131859547,-8.834874115176436e-18,empty,[],[],0,0.009141677990555763
1898,0.22920169308781624,0.014750000089406967,0.0045189387165009975,-0.11801985552859819,0.1965206923585647,-0.033012171469861726,0.0005484219883603435,3.092205940311753e-17,empty,[],[],0,0.009201694279909078
1899,0.22923173010349274,0.014750000089406967,-0.001156394137069583,-0.11311282443600089,0.19937224475252538,-0.03301202345266817,0.0012317299842834473,1.766974823035287e-17,empty,[],[],0,0.009231731295585632
1901,0.22923286259174347,0.014750000089406967,0.00490507110953331,-0.11837025038559734,0.19635548580006681,-0.03301218337550325,0.00040493921220382194,-4.417437057588218e-17,empty,[],[],0,0.009232863783836337
1903,0.22932404838502407,0.014750000089406967,0.004970913869328797,-0.11847275059004089,0.1964017872682599,-0.033012190149937545,0.0004512129708258083,1.0601848938211722e-16,empty,[],[],0,0.009324049577116938
1904,0.2293528951704502,0.014750000089406967,0.004264491843059659,-0.11787446108048612,0.19677850185344886,-0.0330121731130888,0.0007880399133901702,1.1043592643970544e-16,empty,[],[],0,0.009352896362543078
1907,0.22950409725308418,0.014750000089406967,0.0040100449696183205,-0.11772906663237405,0.197036311348333,-0.03301217475631588,0.0010211370525792874,6.626155586382327e-17,empty,[],[],0,0.00950409844517705
1908,0.2295300643891096,0.014750000089406967,0.00499969522934407,-0.11860027794083597,0.1965661275715196,-0.033012202291230766,0.0006155187949220505,8.834874115176436e-17,empty,[],[],0,0.00953006558120248
1913,0.22973608039319515,0.014750000089406967,0.005028476589359343,-0.11872780529163104,0.19673046787477927,-0.03301221443252398,0.0007722527136074794,-1.766974823035287e-17,empty,[],[],0,0.00973608158528802
1916,0.2299420963972807,0.014750000089406967,0.005057257949374616,-0.11885533264242612,0.19689480817803892,-0.033012226573817194,0.0009263426883142167,3.533949646070574e-17,empty,[],[],0,0.00994209758937356
1917,0.2300185840576887,-0.012749999761581421,0.0006681240629404783,-0.11508828074848618,0.19914725914431455,-0.005512115244724581,0.00201302816595791,5.521796321985272e-17,empty,[],[],0,0.010018585249781609
1931,0.23045316338539124,-0.012749999761581421,-0.006758395815268159,-0.10886392051685982,0.2032214948236672,-0.005511943393789201,0.0024530292361125234,-8.834874115176436e-18,empty,[],[],0,0.010453164577484103
1938,0.23054387606680393,-0.012749999761581421,-0.006692522787488997,-0.1089662114295792,0.20326737091207242,-0.005511950142882676,0.0025438759475946426,5.521796321985272e-17,empty,[],[],0,0.010543877258896828
1943,0.23060431890189648,-0.012749999761581421,-0.007012607646174729,-0.10871870672831362,0.2034791469161411,-0.005511945040642358,0.002602254287411887,2.208718528794109e-17,empty,[],[],0,0.010604320093989344
1945,0.23063458874821663,-0.012749999761581421,-0.006626649759709835,-0.10906850234229856,0.20331324700047765,-0.005511956891976148,0.0026345886290073395,-4.1965652047088066e-17,empty,[],[],0,0.010634589940309497
1952,0.23075547441840172,-0.012749999761581421,-0.007266819477081299,-0.10857349293976742,0.203736799008615,-0.005511946687495517,0.002746730675707061,-2.4295903816735198e-17,empty,[],[],0,0.010755475610494558
1954,0.2308411579579115,-0.012749999761581421,-0.006597716826945543,-0.10919643656309116,0.20347799161493965,-0.005511969067831038,0.002841157838702202,1.1043592643970544e-16,empty,[],[],0,0.01084115915000436
1971,0.23104772716760635,-0.012749999761581421,-0.0065687838941812515,-0.10932437078388377,0.20364273622940168,-0.0055119812436859265,0.003047727048397064,4.417437057588218e-18,empty,[],[],0,0.011047728359699222
1981,0.2313098218291998,-0.012749999761581421,0.004281085217371583,-0.11886450630523619,0.19846836018070582,-0.0055122818700510025,0.0024780150245537302,4.8591807633470396e-17,empty,[],[],0,0.011309823021292659
1983,0.23144800774753094,-0.012749999761581421,-0.010834801010787487,-0.10582391011700133,0.20611374851048817,-0.005511890850356747,0.0014722830552970883,2.4295903816735198e-17,empty,[],[],0,0.011448008939623805
1984,0.2315649762749672,0.014750000089406967,-0.011700028320774436,-0.10513038183508873,0.2066449931736784,-0.033011874293419737,0.0007145046668877335,-4.417437057588218e-17,empty,[],[],0,0.011564977467060061
1986,0.23196113295853138,-0.012749999761581421,0.006272297177929431,-0.12091566301622736,0.19804187759233477,-0.005512370369165243,0.0007602766798909357,4.417437057588218e-17,empty,[],[],0,0.011961134150624247
1990,0.23233896493911743,-0.012749999761581421,-0.002955822739750147,-0.1131005963406338,0.20296383726579298,-0.005512147869012348,0.004338964819908142,3.092205940311753e-17,empty,[],[],0,0.0123389661312103
1991,0.2323448769748211,0.014750000089406967,-0.009749870630912483,-0.10720995302744142,0.2063504702306622,-0.033011968814282845,0.0028117315858861404,3.3130777931911635e-17,empty,[],[],0,0.012344878166913986
1994,0.2324623316526413,0.014750000089406967,-0.009785039001144469,-0.10723792852977695,0.20646984270171295,-0.03301197437606694,0.002813934581114633,-6.6261555863823264e-18,empty,[],[],0,0.012462332844734192
1996,0.2325797863304615,0.014750000089406967,-0.009820207371376455,-0.10726590403211247,0.20658921517276368,-0.03301197993785103,0.002808686074149032,2.208718528794109e-17,empty,[],[],0,0.01257978752255437
1999,0.23261724412441254,0.014750000089406967,-0.004583431524224579,-0.11182619522381458,0.20401453682646978,-0.03301212011793056,0.004617244005203247,-1.1043592643970544e-16,empty,[],[],0,0.012617245316505404
2000,0.2326972410082817,0.014750000089406967,-0.009855375741608441,-0.107293879534448,0.20670858764381445,-0.03301198549963512,0.0028022285697192643,6.626155586382327e-17,empty,[],[],0,0.012697242200374603
2001,0.2328146956861019,0.014750000089406967,-0.009890544111840427,-0.10732185503678353,0.2068279601148652,-0.033011991061419214,0.0027875403569502166,2.208718528794109e-17,empty,[],[],0,0.012814696878194809
2002,0.23288961127400398,0.014750000089406967,0.0005830075824633241,-0.11644243742018774,0.20167860342227742,-0.03301227142157827,0.004884814364407355,3.092205940311753e-17,empty,[],[],0,0.01288961246609685
2003,0.23293215036392212,0.014750000089406967,-0.009925712482072413,-0.10734983053911905,0.20694733258591597,-0.0330119966232033,0.002772852144181169,-2.8713340874323413e-17,empty,[],[],0,0.012932151556015015
2042,0.23353848233819008,0.014750000089406967,0.005050739506259561,-0.12064016430876229,0.20001705259664274,-0.03301242509964948,0.0017455132562071935,0.0,empty,[],[],0,0.013538483530282974
2047,0.2336302027106285,-0.012749999761581421,0.0006571384146809578,-0.11687682189738381,0.20228493830218425,-0.005512314494338769,0.005624551071164649,-3.092205940311753e-17,empty,[],[],0,0.013630203902721377
2055,0.2337382286787033,0.014750000089406967,-0.011699774069711566,-0.10621257061290974,0.20852963996014215,-0.033011994370762174,0.0010441406630667513,7.50964299789997e-17,empty,[],[],0,0.013738229870796204
2063,0.23414080403745174,-0.012749999761581421,-0.010693767573684454,-0.1072868493599361,0.2083788867044223,-0.005512043344924713,0.002056232187896967,1.2147951908367599e-17,empty,[],[],0,0.014140805229544612
2064,0.2342815138399601,-0.012749999761581421,0.002648350375238806,-0.11892797860837498,0.20185845571381317,-0.00551240299345301,0.003683558847648347,1.766974823035287e-17,empty,[],[],0,0.014281515032052966
2067,0.23465934582054615,-0.012749999761581421,-0.006579769542440772,-0.11111291193278142,0.20678041538727138,-0.0055121804933001145,0.006170230219140649,0.0,empty,[],[],0,0.014659347012639018
2070,0.2349328249692917,-0.012749999761581421,0.004639562335796654,-0.12097913531936612,0.2014319731254421,-0.005512491492567252,0.0016067606799331305,1.0380977085332311e-16,empty,[],[],0,0.014932826161384527
2073,0.23510540276765823,0.014750000089406967,-0.009925458231009543,-0.10843201931694006,0.20883197937237968,-0.03301211670054574,0.002824541530571878,-9.718361526694079e-17,empty,[],[],0,0.015105403959751101
2102,0.23591148108243942,0.014750000089406967,-0.011699519818648696,-0.10729475939073074,0.2104142867466059,-0.03301211444810462,0.001050479942932725,0.0,empty,[],[],0,0.015911482274532318
2103,0.23595058359205723,-0.012749999761581421,-0.0029668083880096674,-0.11488913748953143,0.20610151642366265,-0.0055123471186265365,0.0078072714333952764,-5.0800526162264503e-17,empty,[],[],0,0.015950584784150096
2104,0.23600275814533234,0.014750000089406967,-0.008010468911379576,-0.11053956601162827,0.20865682890041423,-0.033012216783192945,0.004739530850201845,-4.417437057588218e-18,empty,[],[],0,0.016002759337425232
2105,0.23612021282315254,0.014750000089406967,-0.008045637281611562,-0.11056754151396381,0.208776201371465,-0.033012222344977034,0.004704362479969859,-5.521796321985272e-17,empty,[],[],0,0.016120214015245438
2108,0.23623766750097275,0.014750000089406967,-0.008080805651843548,-0.11059551701629931,0.20889557384251575,-0.03301222790676113,0.004669194109737873,2.4295903816735198e-17,empty,[],[],0,0.016237668693065643
2109,0.23624508827924728,0.014750000089406967,0.002831303048878908,-0.12006283930059873,0.20346934310226122,-0.033012516104034204,0.0025865983768605387,2.208718528794109e-17,empty,[],[],0,0.01624508947134015
2110,0.23627512529492378,0.014750000089406967,-0.0028440298046916723,-0.11515580820800143,0.20632089549622187,-0.03301236808684065,0.007543141640139423,-1.1043592643970544e-16,empty,[],[],0,0.01627512648701665
2111,0.23633627407252789,0.014750000089406967,0.002897145808674395,-0.12016533950504227,0.20351564457045435,-0.03301252287846851,0.0024849304317255505,1.3252311172764653e-17,empty,[],[],0,0.01633627526462078
2112,0.23635512217879295,0.014750000089406967,-0.008115974022075534,-0.11062349251863485,0.2090149463135665,-0.03301223346854522,0.004634025739505887,3.975693351829396e-17,empty,[],[],0,0.01635512337088585
2114,0.23639629036188126,0.014750000089406967,0.0025768561754375696,-0.11991744485248665,0.20372715259714536,-0.033012517747261286,0.0027365155892063705,-8.834874115176436e-17,empty,[],[],0,0.016396291553974124
2117,0.2364274598658085,0.014750000089406967,0.002962988568469882,-0.1202678397094858,0.20356194603864744,-0.033012529652902814,0.0023832624865905623,-2.208718528794109e-17,empty,[],[],0,0.016427461057901355
2120,0.23647257685661316,0.014750000089406967,-0.00815114239230752,-0.11065146802097038,0.20913431878461727,-0.03301223903032931,0.004598857369273901,-2.6504622345529306e-17,empty,[],[],0,0.016472578048706055
